"Name","Label"
"Alexius Studites","Greek"
"Alypius","Greek"
"Amelesagoras","Greek"
"Amipsias","Greek"
"Ammon","Greek"
"Ammonius","Greek"
"Amoerutzes Georgius","Greek"
"Amometus","Greek"
"Amphicrates","Greek"
"Amphilochius","Greek"
"Amphis","Greek"
"Amyntas","Greek"
"Anacharsis Sive Ananias","Greek"
"Anacreon","Greek"
"Anacreon Junior","Greek"
"Ananias Antiparius","Greek"
"Ananius","Greek"
"Anastasius","Greek"
"Anastasius Apocrisiarius","Greek"
"Anastasius Caesarensis","Greek"
"Anastasius Gordius","Greek"
"Anastasius I","Greek"
"Anastasius I Patriarcha Antiochenus","Greek"
"Anastasius Sinaïta","Greek"
"Anatolius","Greek"
"Anaxagoras","Greek"
"Anaxandridas","Greek"
"Anaxandrides","Greek"
"Anaxarchus","Greek"
"Anaxicrates","Greek"
"Anaxilas","Greek"
"Anaximander","Greek"
"Anaximenes","Greek"
"Anaximenis e","Greek"
"Anaxion","Greek"
"Anaxippus","Greek"
"Andocides","Greek"
"Andreas","Greek"
"Andreas Calvus","Greek"
"Andreas Chrysoberges","Greek"
"Andreas Cretensis","Greek"
"Andreas Libadenus","Greek"
"Andreas Sclentzas","Greek"
"Andriscus","Greek"
"Androetas","Greek"
"Andromachus","Greek"
"Andron","Greek"
"Andronicus Callistus","Greek"
"Andronicus Camaterus","Greek"
"Andronicus II Palaeologus Imperator","Greek"
"Andronicus Palaeologus","Greek"
"Andronicus Rhodius","Greek"
"Andronicus Zarides","Greek"
"Androtion","Greek"
"Angelus Politianus","Greek"
"Angelus Sumaces","Greek"
"Anna Comnena","Greek"
"Antagoras","Greek"
"Antenor","Greek"
"Anthemius","Greek"
"Anthimus Diacruses","Greek"
"Antidotus","Greek"
"Antigenes","Greek"
"Antigonus","Greek"
"Antileon","Greek"
"Antimachus","Greek"
"Antiochi","Greek"
"Antiochus","Greek"
"Antiochus Monachus","Greek"
"Antipater","Greek"
"Antiphanes","Greek"
"Antiphon","Greek"
"Antisthenes","Greek"
"Antoninus Liberalis","Greek"
"Antonius Achelis","Greek"
"Antonius Bubules","Greek"
"Antonius Diogenes","Greek"
"Antonius Eparchus","Greek"
"Antonius Episcopus Larissensis","Greek"
"Antonius Hagiographus","Greek"
"Antonius III Studites","Greek"
"Antyllus","Greek"
"Anubion","Greek"
"Aphareus","Greek"
"Aphthonius","Greek"
"Apion","Greek"
"Apollas","Greek"
"Apollinaris","Greek"
"Apollodorus","Greek"
"Apollodorus Carystius","Greek"
"Apollodorus Carystius Vel Apollodorus Gelous","Greek"
"Apollodorus Gelous","Greek"
"Apollonides","Greek"
"Apollonius","Greek"
"Apollonius Citiensis","Greek"
"Apollonius Dyscolus","Greek"
"Apollonius Rhodius","Greek"
"Apollonius Tyanensis","Greek"
"Apollophanes","Greek"
"Apomasar","Greek"
"Appianus","Greek"
"Apsines","Greek"
"Ariaethus","Greek"
"Araros","Greek"
"Aratus","Greek"
"Arcadius","Greek"
"Arcadius I Cyprius","Greek"
"Arcesilaus","Greek"
"Archebulus Poeta","Greek"
"Archedemus","Greek"
"Archedicus","Greek"
"Archelaus","Greek"
"Archemachus","Greek"
"Archestratus","Greek"
"Archestratus Parodius","Greek"
"Archigenes","Greek"
"Archigenes Apamensis","Greek"
"Archilochus","Greek"
"Archimedes","Greek"
"Archimelus","Greek"
"Archinus","Greek"
"Archippus","Greek"
"Archytas","Greek"
"Aresas","Greek"
"Aretades","Greek"
"Aretaeus","Greek"
"Arethas","Greek"
"Arimnestus","Greek"
"Ariphron","Greek"
"Aristaenetus","Greek"
"Aristaeus","Greek"
"Aristagoras","Greek"
"Aristarchus","Greek"
"Aristeas","Greek"
"Aristias","Greek"
"Aristides","Greek"
"Aristides Quintilianus","Greek"
"Aristippus","Greek"
"Aristobulus","Greek"
"Aristobulus Judaeus","Greek"
"Aristocles","Greek"
"Aristocrates","Greek"
"Aristocreon","Greek"
"Aristocritus","Greek"
"Aristodemus","Greek"
"Aristombrotus","Greek"
"Aristomenes","Greek"
"Ariston","Greek"
"Aristonicus","Greek"
"Aristonous","Greek"
"Aristonymus","Greek"
"Aristophanes","Greek"
"Aristophon","Greek"
"Aristoteles","Greek"
"Aristoxenus","Greek"
"Arius Didymus","Greek"
"Armenidas","Greek"
"Arrianus","Greek"
"Arsenius","Greek"
"Arsenius Autorianus","Greek"
"Arsenius Caludes","Greek"
"Arsenius Cercyrensis","Greek"
"Arsenius Eremita","Greek"
"Arsenius Philotheita","Greek"
"Arsenius Tyrius","Greek"
"Artemidorus","Greek"
"Artemon","Greek"
"Asclepiades","Greek"
"Asclepiodotus","Greek"
"Asclepius","Greek"
"Asius","Greek"
"Asopodorus","Greek"
"Aspasius","Greek"
"Assumptio Mosis","Greek"
"Asterius","Greek"
"Asterius Sophista","Greek"
"Astrampsychus Magus","Greek"
"Astydamas","Greek"
"Athenodorus","Greek"
"Athamas","Greek"
"Athanasius","Greek"
"Athanasius Chatzices","Greek"
"Athanasius I","Greek"
"Athanasius Lascaris","Greek"
"Athanasius Monachus","Greek"
"Athanasius Parius","Greek"
"Athanis","Greek"
"Athenaeus","Greek"
"Athenagoras","Greek"
"Athenio","Greek"
"Atridarum Reditus","Greek"
"Attalus","Greek"
"Atticus","Greek"
"Augeas","Greek"
"Aulus Licinius Archias","Greek"
"Autesion","Greek"
"Autocharis","Greek"
"Autocrates","Greek"
"Autolycus","Greek"
"Axionicus","Greek"
"Aëtius Presbyter","Greek"
"Bacchius Geron","Greek"
"Bacchylides","Greek"
"Balagrus","Greek"
"Balbilla","Greek"
"Balbillus","Greek"
"Barlaam","Greek"
"Barlaam Calabrius","Greek"
"Barsanuphius Et Joannes","Greek"
"Bartholomaeus Cryptae Ferratae","Greek"
"Bartholomaeus Edessenus","Greek"
"Basilides","Greek"
"Basilis","Greek"
"Basilius","Greek"
"Basilius Achridenus","Greek"
"Basilius Caesariensis","Greek"
"Basilius Metropolita Neopatrensis","Greek"
"Basilius Minimus","Greek"
"Basilius Seleuciensis","Greek"
"Basilius Vatatzes","Greek"
"Bato","Greek"
"Benedictus Tzancarolus","Greek"
"Berossus","Greek"
"Bessarion","Greek"
"Bias","Greek"
"Bion","Greek"
"Biottus","Greek"
"Biotus","Greek"
"Biton","Greek"
"Blaesus","Greek"
"Blasius Atheniensis","Greek"
"Boeo","Greek"
"Boethus","Greek"
"Boeus","Greek"
"Boidas","Greek"
"Boiscus","Greek"
"Bolus","Greek"
"Bothrus Magus","Greek"
"Brotinus","Greek"
"Bryson","Greek"
"Butas","Greek"
"Butherus","Greek"
"Caesarius Dapontes","Greek"
"Callias","Greek"
"Callicrates","Greek"
"Callicratidas","Greek"
"Callimachus","Greek"
"Callimachus Junior","Greek"
"Callinicus","Greek"
"Callinicus II Patriarcha","Greek"
"Callinicus IIi Patriarcha","Greek"
"Callinus","Greek"
"Calliphon Democedes","Greek"
"Callippus","Greek"
"Callisthenes","Greek"
"Callistratus","Greek"
"Callistus Angelicudes","Greek"
"Callistus I Patriarcha","Greek"
"Callixenus","Greek"
"Cantharus","Greek"
"Carcinus","Greek"
"Carcinus Junior","Greek"
"Carneiscus","Greek"
"Carystius","Greek"
"Casia","Greek"
"Cassianus Arabus","Greek"
"Cassius Dio","Greek"
"Cassius Iatrosophista","Greek"
"Cassius Longinus","Greek"
"Castor","Greek"
"Castorion","Greek"
"Cebes","Greek"
"Cephalion","Greek"
"Cephisodorus","Greek"
"Cercidas","Greek"
"Cercops","Greek"
"Chaeremon","Greek"
"Chaerion","Greek"
"Chamaeleon","Greek"
"Charax","Greek"
"Chares","Greek"
"Chariclides","Greek"
"Charinus","Greek"
"Chariton","Greek"
"Charitonymus Hermonymus","Greek"
"Charon","Greek"
"Charondas Nomographus","Greek"
"Chersias","Greek"
"Chionides","Greek"
"Choerilus","Greek"
"Christodorus","Greek"
"Christophorus I Patriarcha","Greek"
"Christophorus Mytilenaeus","Greek"
"Christophorus Zonaras","Greek"
"Chrysanthus Patriarcha","Greek"
"Chrysermus","Greek"
"Chrysippus","Greek"
"Cineas","Greek"
"Cinesias","Greek"
"Claudius Aelianus","Greek"
"Claudius Apollinarius","Greek"
"Claudius Casilon","Greek"
"Claudius Iolaus","Greek"
"Claudius Ptolemaeus","Greek"
"Cleaenetus","Greek"
"Cleanthes","Greek"
"Clearchus","Greek"
"Clemens","Greek"
"Clement of Alexandria","Greek"
"Clemens Alexandrinus","Greek"
"Clemens Hymnographus","Greek"
"Clemens Romanus Clementina","Greek"
"Cleobulina Scriptor Aenigmatum","Greek"
"Cleobulus","Greek"
"Cleomachus Poeta","Greek"
"Cleomedes","Greek"
"Cleomenes","Greek"
"Cleon","Greek"
"Cleonides","Greek"
"Cleopatra","Greek"
"Cleophon","Greek"
"Cleostratus","Greek"
"Clidemus","Greek"
"Clinias","Greek"
"Clitarchus","Greek"
"Clitonymus","Greek"
"Clitophon","Greek"
"Clytus","Greek"
"Cocondrius","Greek"
"Colluthus","Greek"
"Comanus","Greek"
"Comarius","Greek"
"Conon","Greek"
"Constantinus Acropolites","Greek"
"Constantinus Diaconus","Greek"
"Constantinus Harmenopulus","Greek"
"Constantinus Hermoniacus","Greek"
"Constantinus Ivancus","Greek"
"Constantinus Lascaris","Greek"
"Constantinus Lucites","Greek"
"Constantinus Manasses","Greek"
"Constantinus Manasses Poeta","Greek"
"Constantinus Meliteniotes","Greek"
"Constantinus Mesarites","Greek"
"Constantinus Nicaeanus","Greek"
"Constantinus Nicaenus","Greek"
"Constantinus Pantechnes","Greek"
"Constantinus Psaltopulus","Greek"
"Constantinus Rhodius","Greek"
"Constantinus Rhodius ","Greek"
"Constantinus Stilbes","Greek"
"Constantinus Taronites","Greek"
"Constantinus VII Porphyrogenitus","Greek"
"Constantinus VII Porphyrogenitus Imperator","Greek"
"Constantinus Xi Palaeologus","Greek"
"Constantius II Imperator","Greek"
"Constitutiones Apostolorum","Greek"
"Conventus Avium","Greek"
"Corinna","Greek"
"Cornelius Alexander","Greek"
"Cornutus","Greek"
"Cosmas Hieromonachus","Greek"
"Cosmas Hierosolymitanus","Greek"
"Cosmas Indicopleustes","Greek"
"Cosmas Vestitor","Greek"
"Crantor","Greek"
"Craterus","Greek"
"Crates","Greek"
"Crateuas","Greek"
"Cratinus","Greek"
"Cratinus Junior","Greek"
"Cratippus","Greek"
"Cratylus","Greek"
"Creophylus","Greek"
"Crinis","Greek"
"Critias","Greek"
"Crito","Greek"
"Critodemus","Greek"
"Critolaus","Greek"
"Crobylus","Greek"
"Ctesias","Greek"
"Ctesiphon","Greek"
"Cydias","Greek"
"Cypria","Greek"
"Cyranides","Greek"
"Cyriacus Anconitanus","Greek"
"Cyrillus","Greek"
"Cyrillus Alexandrinus","Greek"
"Cyrillus Lucares","Greek"
"Cyrus","Greek"
"Daimachus","Greek"
"Dalmatius","Greek"
"Damascenus Studites","Greek"
"Damascius","Greek"
"Damastes","Greek"
"Damianus Scriptor De Opticis","Greek"
"Damigeron Magus","Greek"
"Damippus","Greek"
"Damon","Greek"
"Damon Phintias","Greek"
"Damoxenus","Greek"
"Danais","Greek"
"Daniel Scetiota","Greek"
"Daphitas","Greek"
"David","Greek"
"David Dishypatus","Greek"
"Deilochus","Greek"
"Demades","Greek"
"Demaratus","Greek"
"Demareta Poeta","Greek"
"Demetrii","Greek"
"Demetrius","Greek"
"Demetrius Chomatenus","Greek"
"Demetrius Chrysoloras","Greek"
"Demetrius Cydones","Greek"
"Demetrius Junior","Greek"
"Demetrius Lacon","Greek"
"Demetrius Magistrus","Greek"
"Demetrius Moschus","Greek"
"Demetrius Mostratus","Greek"
"Demetrius Palaeologus","Greek"
"Demetrius Pepagomenus","Greek"
"Demetrius Poeta","Greek"
"Demetrius Pyrres","Greek"
"Demetrius Talanus","Greek"
"Demetrius Tornices","Greek"
"Demetrius Triclinius","Greek"
"Demochares","Greek"
"Democles","Greek"
"Democritus","Greek"
"Demodocus","Greek"
"Demon","Greek"
"Demonax","Greek"
"Demonicus","Greek"
"Demosthenes","Greek"
"Dercyllus","Greek"
"Deucalion","Greek"
"Dexicrates","Greek"
"Dexippus","Greek"
"Diadochus","Greek"
"Diagoras","Greek"
"Dicaearchus","Greek"
"Dicaeogenes","Greek"
"Dictys","Greek"
"Dictys Cretensis","Greek"
"Didache XII Apostolorum","Greek"
"Didymarchus Poeta","Greek"
"Didymus","Greek"
"Didymus Caecus","Greek"
"Didymus Scriptor De Mensuris","Greek"
"Didymus Synesius","Greek"
"Dieuches","Greek"
"Dieuchidas","Greek"
"Digenes Acritas","Greek"
"Dinarchus","Greek"
"Dinias","Greek"
"Dinolochus","Greek"
"Dinon","Greek"
"Dio Chrysostomus","Greek"
"Diocles","Greek"
"Diodorus","Greek"
"Diodorus Siculus","Greek"
"Diogenes","Greek"
"Diogenes Apolloniates","Greek"
"Diogenes Laertius","Greek"
"Diogenes Smyrnaeus","Greek"
"Diogenianus","Greek"
"Diogenis","Greek"
"Dionysius","Greek"
"Dionysius Chalcus","Greek"
"Dionysius Halicarnassensis","Greek"
"Dionysius I","Greek"
"Dionysius Iambus Poeta","Greek"
"Dionysius II","Greek"
"Dionysius Monachus","Greek"
"Dionysius Scymnaeus","Greek"
"Dionysius Scytobrachion","Greek"
"Dionysius Thrax","Greek"
"Diophantus","Greek"
"Diophilus Vel Diophila Poeta","Greek"
"Dioscorides Pedanius","Greek"
"Dioscorus Poeta","Greek"
"Dioscurides","Greek"
"Diotimus","Greek"
"Diotogenes","Greek"
"Dioxippus","Greek"
"Diphilus","Greek"
"Dius","Greek"
"Diyllus","Greek"
"Dominicus Gradensis","Greek"
"Domitius Callistratus","Greek"
"Dorieus Poeta","Greek"
"Dorotheus","Greek"
"Dorotheus Monembasiae","Greek"
"Dorotheus Mytilenaeus","Greek"
"Dosiadas","Greek"
"Dositheus","Greek"
"Dositheus II Patriarcha","Greek"
"Dositheus Magister","Greek"
"Dromo","Greek"
"Ducas","Greek"
"Duris","Greek"
"Echecrates","Greek"
"Echembrotus","Greek"
"Echephylidas","Greek"
"Ecphantides","Greek"
"Ecphantus","Greek"
"Eleutherius Zebelenus","Greek"
"Elias","Greek"
"Elias Cretensis","Greek"
"Elias Meniates","Greek"
"Elias Syncellus","Greek"
"Emmanuel Limenites","Greek"
"Empedocles","Greek"
"Eparchicon Biblion","Greek"
"Eparchides","Greek"
"Ephippus","Greek"
"Ephorus","Greek"
"Ephraem","Greek"
"Ephraem Aeniensis","Greek"
"Ephraem Atheniensis","Greek"
"Ephraem Poeta","Greek"
"Ephraem Syrus","Greek"
"Epicharmus Et Pseudepicharmea","Greek"
"Epicharmus Pseudepicharmea","Greek"
"Epicrates","Greek"
"Epictetus","Greek"
"Epicurus","Greek"
"Epigenes","Greek"
"Epilycus","Greek"
"Epimenides","Greek"
"Epimerismi","Greek"
"Epinicus","Greek"
"Epiphanius","Greek"
"Epiphanius Monachus","Greek"
"Erasistratus","Greek"
"Eratosthenes","Greek"
"Ergias","Greek"
"Erinna","Greek"
"Eriphus","Greek"
"Erotianus","Greek"
"Erycius Poeta","Greek"
"Euagon","Greek"
"Euangelus","Greek"
"Euanthes","Greek"
"Euaretus","Greek"
"Euboeus Parodius","Greek"
"Eubulides","Greek"
"Eubulus","Greek"
"Euclides","Greek"
"Eudemus","Greek"
"Eudocia Augusta","Greek"
"Eudocia Augusta Poeta","Greek"
"Eudoxus","Greek"
"Eudromus","Greek"
"Euenus","Greek"
"Eugenius","Greek"
"Eugenius Bulgares","Greek"
"Eugenius Panormitanus","Greek"
"Eulogius","Greek"
"Eumachus","Greek"
"Eumedes","Greek"
"Eumelus","Greek"
"Eunapius","Greek"
"Eunicus","Greek"
"Eunomius","Greek"
"Euphanes","Greek"
"Euphantus","Greek"
"Euphorion","Greek"
"Euphro","Greek"
"Euphronius","Greek"
"Eupolis","Greek"
"Euripides","Greek"
"Euripides II","Greek"
"Euryphamus","Greek"
"Eurytus","Greek"
"Eusebius","Greek"
"Eusebius Hieronymus","Greek"
"Eustathius","Greek"
"Eustathius Macrembolites","Greek"
"Eustathius Rhomaeus","Greek"
"Eustathius Romaeus","Greek"
"Eustathius Thessalonicensis","Greek"
"Eustochius","Greek"
"Eustratius","Greek"
"Eustratius Presbyter","Greek"
"Eutecnius","Greek"
"Eutherius","Greek"
"Euthycles","Greek"
"Euthydemus","Greek"
"Euthymius","Greek"
"Euthymius Acmonianus","Greek"
"Euthymius Malaces","Greek"
"Euthymius Monachus","Greek"
"Euthymius Protasecretis","Greek"
"Euthymius Sardianus","Greek"
"Euthymius Tornices","Greek"
"Euthymius Zigabenus","Greek"
"Eutocius","Greek"
"Eutropius","Greek"
"Eutychianus","Greek"
"Eutychius","Greek"
"Evagrius","Greek"
"Evagrius Scholasticus","Greek"
"Evangelium Bartholomaei","Greek"
"Evangelium Nicodemi","Greek"
"Evodius","Greek"
"Ezechiel","Greek"
"Favorinus","Greek"
"Firmus","Greek"
"Flavius Arrianus","Greek"
"Flavius Claudius Julianus Imperator","Greek"
"Flavius Josephus","Greek"
"Flavius Justinianus Imperator","Greek"
"Flavius Philostratus","Greek"
"Florilegium Cyrillianum","Greek"
"Franciscus Philelphus","Greek"
"Franciscus Scufus","Greek"
"Gabriel Hieromonachus","Greek"
"Gaius Acilius","Greek"
"Gaius Asinius Quadratus","Greek"
"Gaius Musonius Rufus","Greek"
"Gaius Suetonius Tranquillus","Greek"
"Galenus","Greek"
"Gaudentius","Greek"
"Gelasius Cyzicenus","Greek"
"Geminus","Greek"
"Gennadius I","Greek"
"Gennadius Scholarius","Greek"
"Geographica Adespota","Greek"
"Geoponica","Greek"
"Georgius","Greek"
"Georgius Acropolites","Greek"
"Georgius Aetolus","Greek"
"Georgius Amoerutzes","Greek"
"Georgius Argyropulus","Greek"
"Georgius Babuscomita","Greek"
"Georgius Bardanes","Greek"
"Georgius Burtzes","Greek"
"Georgius Callipolitanus","Greek"
"Georgius Cantacuzenus Palaeologus","Greek"
"Georgius Cedrenus","Greek"
"Georgius Choeroboscus","Greek"
"Georgius Chortatzes","Greek"
"Georgius Chrysogonus","Greek"
"Georgius Chumnus","Greek"
"Georgius Contes","Greek"
"Georgius Galesiotes","Greek"
"Georgius Gemistus","Greek"
"Georgius Hagiotessaracontites","Greek"
"Georgius Lacapenus","Greek"
"Georgius Lapithes","Greek"
"Georgius Metochites","Greek"
"Georgius Monachus","Greek"
"Georgius Monachus Continuatus","Greek"
"Georgius Monus","Greek"
"Georgius Moschampar","Greek"
"Georgius Naxius","Greek"
"Georgius Nicomediensis","Greek"
"Georgius Oenaeotes","Greek"
"Georgius Pachymeres","Greek"
"Georgius Patriarcha Alexandrinus","Greek"
"Georgius Peccator Poeta","Greek"
"Georgius Pelagonius","Greek"
"Georgius Phacrases","Greek"
"Georgius Pisides","Greek"
"Georgius Pisides Poeta","Greek"
"Georgius Presbyter","Greek"
"Georgius Rhetor","Greek"
"Georgius Scylitzes","Greek"
"Georgius Sphrantzes","Greek"
"Georgius Syceota","Greek"
"Georgius Syncellus","Greek"
"Georgius Tornices","Greek"
"Georgius Trapezuntius","Greek"
"Gerontius","Greek"
"Giustus Glycus","Greek"
"Glaucus","Greek"
"Gorgias","Greek"
"Gorgon","Greek"
"Gregorius","Greek"
"Gregorius Acindynus","Greek"
"Gregorius Antiochenus","Greek"
"Gregorius Antiochus","Greek"
"Gregorius Archiepiscopus","Greek"
"Gregorius Caesariensis","Greek"
"Gregorius Cardames","Greek"
"Gregorius Chioniades","Greek"
"Gregorius Decapolita","Greek"
"Gregorius II Papa","Greek"
"Gregorius II Patriarcha","Greek"
"Gregorius IIi Patriarcha","Greek"
"Gregorius Nazianzenus","Greek"
"Gregorius Nyssenus","Greek"
"Gregorius Oxiensis","Greek"
"Gregorius Palamas","Greek"
"Gregorius Pardus","Greek"
"Gregorius Referendarius","Greek"
"Gregorius Sinaïta","Greek"
"Gregorius Thaumaturgus","Greek"
"Gregorius V Patriarcha","Greek"
"Gryllus","Greek"
"Guarinus Veronensis","Greek"
"Hadrianus","Greek"
"Harmodius","Greek"
"Harpocration","Greek"
"Hecataeus","Greek"
"Hecataeus Abderita","Greek"
"Hecataeus Milesius","Greek"
"Hedyle","Greek"
"Hedylus","Greek"
"Hegemon","Greek"
"Hegemon Parodius","Greek"
"Hegesander","Greek"
"Hegesianax","Greek"
"Hegesinus","Greek"
"Hegesippus","Greek"
"Heliodorus","Greek"
"Heliodorus Poeta","Greek"
"Hellanicus","Greek"
"Hellenica","Greek"
"Heniochus","Greek"
"Hephaestion","Greek"
"Heracleodorus","Greek"
"Heraclides","Greek"
"Heraclides Criticus","Greek"
"Heraclides Lembus","Greek"
"Heraclides Ponticus","Greek"
"Heraclides Ponticus Junior","Greek"
"Heracliti","Greek"
"Heraclitus","Greek"
"Hereas","Greek"
"Herennius Philo","Greek"
"Herillus","Greek"
"Hermaeus","Greek"
"Hermarchus","Greek"
"Hermas","Greek"
"Hermes","Greek"
"Hermesianax","Greek"
"Hermias","Greek"
"Hermias Poeta","Greek"
"Hermippus","Greek"
"Hermocles","Greek"
"Hermodorus","Greek"
"Hermogenes","Greek"
"Hermogenes Tarsensis","Greek"
"Hermolochus","Greek"
"Hermonax","Greek"
"Herodas","Greek"
"Herodes Atticus","Greek"
"Herodianus","Greek"
"Herodianus Pseudo-Herodianus","Greek"
"Herodicus","Greek"
"Herodorus","Greek"
"Herodotus","Greek"
"Heron","Greek"
"Heron Byzantius","Greek"
"Hesiodus","Greek"
"Hestiaeus","Greek"
"Hesychius","Greek"
"Hesychius Illustrius","Greek"
"Hesychius Sinaïta","Greek"
"Hicetas","Greek"
"Hierocles","Greek"
"Hieronymus","Greek"
"Hieronymus Hierosolymitanus","Greek"
"Hieronymus Tragodistes","Greek"
"Hierophilus","Greek"
"Hierotheus","Greek"
"Hierotheus Abbatius","Greek"
"Hierotheus Hieromonachus","Greek"
"Hierotheus Poeta","Greek"
"Himerius","Greek"
"Hipparchus","Greek"
"Hipparchus Parodius","Greek"
"Hippasus","Greek"
"Hippias","Greek"
"Hippiatrica","Greek"
"Hippocrates","Greek"
"Hippodamus","Greek"
"Hippolytus","Greek"
"Hippon","Greek"
"Hipponax","Greek"
"Hippostratus","Greek"
"Hippothoon","Greek"
"Hippys","Greek"
"Homerus","Greek"
"Horapollo","Greek"
"Hypatius","Greek"
"Hyperechius","Greek"
"Hyperides","Greek"
"Hypermenes","Greek"
"Hyperochus","Greek"
"Hypsicles","Greek"
"Iamblichus","Greek"
"Ibycus","Greek"
"Iccus","Greek"
"Idaeus","Greek"
"Idomeneus","Greek"
"Ignatius","Greek"
"Ignatius Diaconus","Greek"
"Ignatius Poeta","Greek"
"Ioannes","Greek"
"Ioannes Episcopus Prisdrianensis","Greek"
"Iobius Monachus","Greek"
"Ion","Greek"
"Ion Poeta","Greek"
"Iophon","Greek"
"Irenaeus","Greek"
"Irene Chumnaena","Greek"
"Isaac Argyrus","Greek"
"Isaac Comnenus","Greek"
"Isaac Comnenus Porphyrogenetus","Greek"
"Isaac Tzetzes","Greek"
"Isaacius II Angelus","Greek"
"Isaacius Syrus","Greek"
"Isaeus","Greek"
"Isaias","Greek"
"Isidorus","Greek"
"Isidorus Glabas","Greek"
"Isidorus Kiovjensis","Greek"
"Isidorus Pelusiota","Greek"
"Isidorus Scriptor Hymnorum","Greek"
"Isigonus","Greek"
"Isis Prophetissa","Greek"
"Isocrates","Greek"
"Ister","Greek"
"Isyllus","Greek"
"Jacobus Meloeta","Greek"
"Jacobus Monachus","Greek"
"Jacobus Triboles","Greek"
"Jeremias I Patriarcha","Greek"
"Jeremias II Patriarcha","Greek"
"Joannes Anagnostes Poeta","Greek"
"Joannes Andreas Troïlus","Greek"
"Joannes Antiochenus","Greek"
"Joannes Apocaucus","Greek"
"Joannes Argyropulus","Greek"
"Joannes Camaterus","Greek"
"Joannes Cameniates","Greek"
"Joannes Canabutzes","Greek"
"Joannes Cananus","Greek"
"Joannes Capodistrias","Greek"
"Joannes Carpathius","Greek"
"Joannes Chortasmenus","Greek"
"Joannes Chrysostomus","Greek"
"Joannes Chumnus","Greek"
"Joannes Cinnamus","Greek"
"Joannes Claudiopolitanus","Greek"
"Joannes Climacus","Greek"
"Joannes Comnenus","Greek"
"Joannes Cucuzeles Hagiorita","Greek"
"Joannes Cyparissiotes","Greek"
"Joannes Damascenus","Greek"
"Joannes Diaconus","Greek"
"Joannes Diacrinomenus","Greek"
"Joannes Diogenes","Greek"
"Joannes Doceianus","Greek"
"Joannes Doxapatres","Greek"
"Joannes Eleemosynarius","Greek"
"Joannes Euboeensis","Greek"
"Joannes Eugenicus","Greek"
"Joannes Galenus","Greek"
"Joannes Geometres","Greek"
"Joannes Glycas XIII Patriarcha","Greek"
"Joannes Grassus","Greek"
"Joannes Hierosolymitanus","Greek"
"Joannes Jejunator","Greek"
"Joannes Latrensis","Greek"
"Joannes Laurentius Lydus","Greek"
"Joannes Lazaropulus","Greek"
"Joannes Longibardus","Greek"
"Joannes Macrygiannes","Greek"
"Joannes Malalas","Greek"
"Joannes Manthus","Greek"
"Joannes Mateses","Greek"
"Joannes Mauropus","Greek"
"Joannes Moschus","Greek"
"Joannes Nomicopulus","Greek"
"Joannes Notarius","Greek"
"Joannes Pediasimus","Greek"
"Joannes Philoponus","Greek"
"Joannes Phurnes","Greek"
"Joannes Picatorus","Greek"
"Joannes Plusiadenus","Greek"
"Joannes Ryndacenos Lascaris","Greek"
"Joannes Sanctamauras","Greek"
"Joannes Sardianus","Greek"
"Joannes Scholasticus","Greek"
"Joannes Stauracius","Greek"
"Joannes Stobaeus Anthologus","Greek"
"Joannes Syropulus","Greek"
"Joannes Tzetzes","Greek"
"Joannes Tzetzes Poeta","Greek"
