author,dll_author_id
"Des Freux, André (?-1556)",A3949
"Des Freux, André, 15..-1556, jésuite",A3949
"Des Freux, André 15..-1556",A3949
"Des Freux, André m. 1566",A3949
"Des Freux, André",A3949
"Des Freux, André (około 1502-1556).",A3949
André des Freux prêtre français,A3949
"Des Freux, André, -1566",A3949
"Frusius, Andreas, -1566",A3949
"Hessus, Helius Eobanus, 1488-1540.",A3930
"Eobanus, Helius",A3930
"Hessus, Helius Eobanus",A3930
"Eobanus, Helius, 1488-1540",A3930
"Hesse, Helius Eobanus, 1488-1540",A3930
"Eobanus, Hessus Helius, 1488-1540",A3930
"Clément d'Alexandrie, 0150?-021.?",A3937
"Clemens, Alexandrinus, ca. 150-ca. 215",A3937
Clemens Alexandrinus ca. 150-215,A3937
"Clemens, Titus Flavius, Alexandrinus",A3937
Clemens Alexandrinus (około 150-około 215).,A3937
Clemens ca150-ca215 Alexandrinus,A3937
Clemens Alexandrinus helgen,A3937
"Klemens av Alexandria, helgon, ca 150-ca 215",A3937
"Clemens, Titus Flavius, Alexandrinus, c. 150-215/6",A3937
Klemens Aleksandryjski (ok. 150-ok. 215),A3937
Κλήμης ὁ Ἀλεξανδρεύς,A3937
"Clemens Alexandrinus,  svetnik,  ok. 150-ok. 215",A3937
"Kléméns z Alexandreie, asi 150-asi 215",A3937
كليمان، السكندري، القديس، 150-217,A3937
"קלמנס, אלכסנדרינס",A3937
"Clemens, Titus Flavius, Alexandrinus 150-215",A3937
クレメンス,A3937
"Klemens frá Alexandríu, dýrlingur, 150?-215?",A3937
"Clemens Alexandrinus, sanctus",A3937
"Clement, of Alexandria, Saint, ca. 150-ca. 215",A3937
"Clemente, de Alexandria, Santo, ca. 150-215",A3937
"Clément, d'Alexandrie, saint, environ 150-environ 215",A3937
"Clement of Alexandria, Saint",A3937
"Benevenutus de Rambaldis, 1338?-1390",A3921
Benevenutus Imolensis 1338-1390,A3921
Benevenutus de Rambaldis,A3921
"Rambaldi, Benvenuto, da Imola, 1306-c. 1387",A3921
"Benevenutus, Imolensis, ca.1338-1390",A3921
"Benvenutus, de Imola, d. 1387 or 8",A3921
Benvenuto da Imola letterato italiano,A3921
Benevenutus Imolensis (ok. 1338-1390),A3921
"Benvenuto, dei Rambaldi da Imola, ca. 1336-1390",A3921
"Rambaldi, Benvenuto,  1330?-1388?",A3921
Benvenutus de Imola,A3921
Benevenutus Imolensis (około 1338-1390).,A3921
"Benvenutus, de Imola, -1387 or 8",A3921
Benvenuto de Imola,A3921
"Johnson, Christopher  <ca. 1536-1597>",A3934
Henry fl. 1420 of Marlborough,A3922
Sinnius Capito v1. Jh.,A3628
"Augurinus, Sentius 105",A3625
"Muczkowski, Antoni 1807-1852",A3319
"Muczkowski, Antoni",A3319
"Antoni Muczkowski (1807-1852) filolog, archiwista",A3319
"Haase, Friedrich",A3320
"Haasius, Fridericus 1808-1867",A3320
"Haase, Friedrich, latiniste",A3320
"Haasius, Fridericus (Friedrich Gottlob Heinrich Christian), 1808-1867",A3320
Friedrich Haase,A3320
"Jacob, Émile.",A3321
"Jacob, Émile, 18..-....",A3321
"Jacob, É. (Émile)",A3321
"Jacob, Émile 1867-1953",A3321
"Didot, François (1688?-1757).",A3322
François Didot,A3322
"Didot, François, fl. 1713-1757",A3322
"Didot, François -ca. 1758",A3322
"Didot, François (ok. 1688-1757)",A3322
"Didot, François, asi 1688-1757",A3322
"Didot, François (French publisher and printer, 1689-1759)",A3322
"Stratford, John ca 1275-1348",A1870
"Stratford, Johannes ca. 1275-1348",A1870
جون دى ستراتفورد قسيس كاتوليك,A1870
"John Stratford, 1275?-1348",A1870
"Stratford, John, m. 1348",A1870
"Herryson, Joannes floruit=15th Century A.D.",A1868
"Nicòmac, de Gerasa, actiu segle I",A2181
Petrus von Pisa,A557
"Peter, of Pisa, active 8th century",A557
"Pierre de Pise, 07..-0799",A557
"Petrus, Pisanus, 744-799",A557
Pierre de Pise 7..-799,A557
Petrus Pisanus (około 744-około 799).,A557
Pierre de Pise 07..?-079.?,A557
"Petrus Pisanus, m. c. 799",A557
"Pierre de Pise, activité 8e siècle",A557
"Calpurnius Siculus, Titus.",A910
"Calpurnius Siculus, Titus fl.60 n.Chr.",A910
"Calpurnius Siculus, Titus, fl. 60 na Chr.",A910
"Calpurnius Siculus, Titus ca. 54",A910
Titus Calpurnius Siculus poeta Romanus,A910
"Calpurnio Sículo, Tito Julio",A910
"Calpurnius Siculus, Titus, činný 1. století",A910
"Calpúrnio Sículo, Tito.",A910
"Calpurnius Siculus, Titus, århundradet e.Kr.",A910
"Calpurnius Siculus, T., sec. I",A910
"Philastrius, Saint, Bishop of Brescia, active 383-391. | Diversarum hereseon liber",A555
Philastrius saint 03..-0397 Liber de haeresibus,A555
Filastrius Brixiensis (?-ok. 397). | Diversarum hereseon liber,A555
"Filastrio, Santo | De haeresibus",A555
"Mauricianus, Iunius 2. Jh.",A2877
Квинт Цецилий Метел Непот,A2874
"Metellus, Quintus Caecilius Nepos -v56",A2874
"Lentulus Spinther, Publius Cornelius ca. v43",A2872
"Salvius Julianus, 0100?-0169?",A2870
"Julianus, Salvius",A2870
"Salvius Iulianus Aemilianus, Lucius Octavius ca. 2. Jh.",A2870
Lucius Octavius Cornelius Publius Salvius Iulianus Aemilianus,A2870
Salvio Juliano,A2870
Regianus Poeta 5. bzw. 5./6. Jh. n. Chr,A2884
Regianus Poeta 5. bzw. 5./6. Jh.,A2884
"Servilius Nonianus, Marcus 1. Jh. n. Chr",A2882
"Servilius Nonianus, Marcus -59",A2882
"Menander, Arrius.",A2895
"Menander, Arrius ca. 2./3. Jh.",A2895
"Papirius, Iustus",A2876
"Papirius, Iustus, sec. II",A2876
Papirius Iustus 2. Jh.,A2876
Publius Tarutienus Paternus,A2894
Publiusz Taruttienus Paternus (?-182),A2894
Tarruntenus Paternus 2. Jh.,A2894
Venuleius Saturninus 1. Jh.,A2893
"Saturninus, Claudius 2. Jh.",A2873
"Saturninus, Claudius",A2873
Proculus Iurisconsultus v20-50,A2889
Proculus Iurisconsultus,A2889
M. Claudius M.f.M.n. Marcellus,A2871
"Marcellus, Marcus Claudius, m. 45 av. J.-C.",A2871
"Marcellus, Marcus Claudius, ?-45 e.Kr.",A2871
Gaius Octavius Tidius Tossianus Lucius Iavolenus Priscus,A2887
"Iavolenus Priscus, Gaius Octavius Tidius Tossanius Lucius ca. 60 v. Chr.-12",A2887
"Strecker, Karl, 1861-1945.",A2492
"Strecker, Karl",A2492
Karl Strecker,A2492
"Préchac, François.",A2495
"Préchac, François, 1881-1977",A2495
"François Préchac agrégé des lettres, membre de l'École française de Rome (1906-1908)",A2495
"Préchac, François, 1881-",A2495
"Pr©♭chac, Fran©ʹois, 1881-1977",A2495
"Simon, Johann Georg, 1636-1696",A2493
"Simon, Johann Georg ca. 1636-1696",A2493
"Simon, Johann Georg",A2493
Johann Georg Simon,A2493
"Komarek, Giovanni Giacomo",A2494
"Komarek, Giovanni Giacomo, 16..-17.., libraire",A2494
"Komarek, Johann Jacob.",A2494
"Komarek, Giovanni Giacomo 1650-1705",A2494
"Komarek, Giovanni Giacomo, fl. 1688-1712",A2494
"Komarek, Johann Jacob 1650c-1706",A2494
Giovanni Giacomo Komarek,A2494
"Komárek, Jan Jakub, asi 1650-1706",A2494
"Nayrīzī, al-Faḍl ibn Ḥātim Abū al-ʿAbbās al-, 0897-0922",A2491
"Al-Nayrïzï, Al-Fadl b. Hätim",A2491
"Anaritius, d. ca 922",A2491
"Nayrīzī, al-Faḍl b. Ḥātim al- (Abū al-ʿAbbās al-Faḍl b. Ḥātim), ca. 897-922",A2491
"Nayrīzī, al-Fadl Ibn-Hatim an Abu al-Abbas al (ca 897-ca 922)",A2491
ابوالعباس فضل بن حاتم نیریزی,A2491
"Nairīzī, al-Faḍl Ibn-Ḥātim an- -922",A2491
"Anaritius, m. c. 922",A2491
Abū'l-'Abbās al Fadl ibn Hātim al-Nayrīzī (865-około 922).,A2491
"Nayrīzī, Abūʾl ʾAbbās al-Faḍl ibn Ḥātim, 865-922",A2491
النيريزي، الفضل بن حاتم، ت. حو. 310 هـ.,A2491
Anaritius,A2491
Ignatios ca. 775-ca. 848 the Deacon,A2508
Ignatius Diaconus.,A2508
Ignace 0775?-08.. métropolite de Nicée,A2508
Ιγνάτιος ο Διάκονος,A2508
"Ignatios, the Deacon, ca. 775-ca. 848",A2508
"Ignatios, diakon, ca 775-ca 848",A2508
"Ignatius, Diaconus Constantinopolitanus",A2508
Ignatius Diaconus biskop av Nicaea,A2508
"Ignatios Diakonos, asi 775-asi 848",A2508
"Ignatius, Diaconus, Archbishop of Nicaea, 9th century",A2508
Ιγνάτιος ο Διάκονος (775-848),A2508
"Alberico da Marcellise, 1340-1398",A2755
"Phileticus, Martinus 1430?-1490?",A2923
"Filetico, Martino, 1430-1490",A2923
"Filetico, Martino, c. 1430-c. 1490",A2923
"Filetico, Martino",A2923
"Filetico, Martino, environ 1430-environ 1490",A2923
"Phileticus, Martinus, ca 1430-ca 1490",A2923
"Phileticus, Martinus (około 1430-około 1490).",A2923
"Filetico, Martino, aproximadament 1430-aproximadament 1490",A2923
"Phileticus, Martinus, fl. 1453-1483",A2923
"Filetico, Martino, ca 1430-1490",A2923
"Filético, Martino, ca. 1430-ca.1490",A2923
"Martino Filetico umanista, grecista e letterato italiano",A2923
"Filetico, Martino, asi 1430-asi 1490",A2923
"Phileticus, Martinus, c. 1430-c. 1490",A2923
"Phileticus, Martinus",A2923
Aelius Sabinus ca. Ende 3. Jh.,A2883
"Saufeius, Lucius ca. Römische Republik",A2901
Lucius Saufeius,A2901
Sextius Niger 10-40,A2881
Секстий Нигер,A2881
"Sextius Niger, f. 10-40",A2881
Vennonius 2. Jh. v. Chr,A2914
Vennonius v2. Jh.,A2914
Tuccianus,A2898
Tuccianus Poeta 5. bzw. 5./6. Jh. n. Chr,A2898
Tuccianus Poeta 5. bzw. 5./6. Jh.,A2898
تيبيريوس كلاوديوس بالبيلوس,A2897
Balbillus Astrologus 1. Jh. n. Chr,A2897
Balbillus Astrologus 1. Jh.,A2897
"Balbillus, Ephesius",A2897
Lucius Lucceius Quinti filius,A2878
"Lucceius, Lucius v1. Jh.",A2878
"Clemens, Terentius 2. Jh.",A2896
"Clemens, Terentius",A2896
"Tryphoninus, Claudius ca. 2./3. Jh.",A2912
"Trifonino, Claudio",A2912
"Tryphoninus, Claudius",A2912
"Tryphoninus, Claudius, 2e-3e eeuw",A2912
C. Trebonius C.f.,A2910
"Trebonius, Gaius v45",A2910
"Marcellus, Ulpius ca. 2. Jh.",A2892
Lucius Ulpius Marcellus,A2892
Lucius Verus 0130-0169 empereur romain,A2891
Lucius Verus,A2891
Lucius Verus romersk keiser 130-169,A2891
"Verus, Lucius Aurelius Ceionius Commodus, 0130-0169, empereur romain",A2891
"Verus Römisches Reich, Kaiser 130-169",A2891
"Verus, Lucius Aurelius, imperatore romano, 130-169",A2891
"Verus, Lucius Aurelius",A2891
"Lucius Ceionius Commodus, 130-169",A2891
"Verus, Lucius Aurelius 130–169 Romos imperatorius",A2891
"ורוס, לוקיוס, קיסר רומי, 130-169",A2891
"Verus, Lucius Aurelius, empereur romain, 130-169",A2891
"Aurelius Verus, Lucius, imperatore romano, 130-169",A2891
Licinius Rufinus ca. 2./3. Jh.,A2890
Titus Flavius Domitianus,A2907
"Domitian Römisches Reich, Kaiser 51-96",A2907
"Domitien, 0051-0096, empereur romain",A2907
"Domitianus, T. Flavius, 51-96",A2907
"Titus Flavius Domitianus 51-96, rimski car",A2907
Domicjan (cesarz rzymski ; 51-96),A2907
Domitien empereur romain 0051-0096,A2907
Domiziano 51-96 imperatore romano,A2907
"Domicià, Tit Flavi, emperador de Roma, 51-96",A2907
"Domitianus, Titus Flavius, imperatore romano, 51-96",A2907
Domitian romersk keiser 51-96,A2907
Domitianus император римский 51-96,A2907
"דומיטינוס, קיסר רומי, 51-96",A2907
"Domitianus, romersk kejsare, 51-96",A2907
"Domitian, Emperor of Rome (Roman emperor, 51-96 CE)",A2907
"Domitien, empereur romain, 51-96",A2907
"Domitian, římský císař, 51-96",A2907
"Domitian, Emperor of Rome",A2907
Domitianus 51-96 Romos imperatorius,A2907
"Domiciano, Emperador de Roma",A2907
"Titus Flavius Domitianus, rimski car",A2907
Decimus Iunius Albinus,A2888
"Brutus Albinus, Decimus Iunius v85-v43",A2888
"Modestinus, Herennius.",A2905
"Modestinus, Herennius ca. 3. Jh.",A2905
"Modestinus, Herennius, sec. III",A2905
P. Vatinius P.f.,A2886
"Vatinius, Publius ca. v45/44",A2886
"Vatinius, Publius fl. 59-47 B.C.",A2886
"Curius, Manlius v58",A2885
Tommaso da Faenza,A2936
Tomaso da Faenza ca. 13. Jh.,A2936
"Varchi, Benedetto, 1503-1565.",A2934
"Varchi, Benedetto",A2934
"Varchi, Benedetto 1502-1565",A2934
"Benedetto Varchi umanista, scrittore e storico italiano",A2934
"Varchi, Benedetto (Italian humanist and theorist, 1503-1565)",A2934
Gabriele de' Zamorei,A2933
"Convenevole da Prato, 127.-1338?",A2931
"Convenevole, da Prato, 1270-1338",A2931
Convenevolis‏ Pratensis,A2931
"Convenevolis, Pratensis, -ca. 1340",A2931
"Convenevole da Prato, m.c. 1340",A2931
Convenevole : da Prato,A2931
Марк Скрибоний Либон Друз,A2929
"Papinianus, Aemilius, 0142?-0212",A2927
"Papinianus, Aemilius",A2927
Aemilius Papinianus,A2927
"Papinianus, Aemilius (Aemilius Paulus), ca. 150-212",A2927
"Papinianus, Aemilius 140-212",A2927
"Papiniāns, ap 150-212",A2927
"Papinianus, Aemilius, m. 212",A2927
Papinien 0142-0212,A2927
Papinian (142-212),A2927
"Papinianus, A. юрист -212 Aemilius",A2927
Aemilius Papinianus (140-212),A2927
Ponnanus Poeta 5. bzw. 5./6. Jh.,A2926
Priscillianus ca340-385,A2917
"Priscillien, 0350-0385, évêque d'Avila",A2917
Priscilianus,A2917
Priscillianus biskop av Avila ca. 350-385,A2917
Priscillien 0340?-0385,A2917
Priscillian Bishop of Avila (π.350-385),A2917
L.Procilius L.f.,A2904
Procilius v1. Jh.,A2904
"Feofan, Eleazar Prokopovič, 1681-1736",A2903
"Феофан Прокопович, Елеазар архиепископ 1681-1736",A2903
"Prokopovič, Feofan, 1681-1736",A2903
Theophanes 1681-1736 архиепископ Новгородский,A2903
"Феофан, Novgorodas arhibīskaps, 1681-1736",A2903
Feofan (metropolita nowogrodzki ; 1681-1736).,A2903
"Феофан Прокопович проповедник, государственный деятель, выдающийся писатель и публицист, поэт",A2903
Teofan (metropolita nowogrodzki ; 1681-1736),A2903
"Feofan, ärkebiskop av Novgorod, 1681-1736",A2903
"Feofan, Eleazar Prokopovitch, 1681-1736",A2903
"Prokopovič, Feofan",A2903
Feofan erkebiskop av Novgorod,A2903
"Феофан, Архиепископ Новгородский, 1681-1736",A2903
"Prokopovitš, Feofan, 1681-1736.",A2903
"Feofan, novgorodský arcibiskup, 1681-1736",A2903
"Feofan (Prokopovic), arciv. di Novgorod, 1681-1736",A2903
"Прокопович, Феофан 1681–1736",A2903
"Feofan, Abp. of Novgorod",A2903
Масурий Сабин,A2916
يوليوس ساتورنينوس,A2902
C. Suetonius Paulinus,A2915
"Suetonio Paulino, Cayo",A2915
"Suetonius Paulinus, Gaius",A2915
"Suetonius Paullinus, Gaius 1. Jh.",A2915
M.Aemilius M.f.Q.n. Lepidus,A2913
"Lepidus, Marcus Aemilius Triumvir v90-v12",A2913
"Lépido, Marco Emilio m. 13 a.C.",A2913
"לפידוס, מרקוס איימיליוס",A2913
"Lepidus, Marcus Aemilius (ok. 89 p.n.e.-13 p.n.e.)",A2913
"Lèpid, Marc Emili 87-13 aC",A2913
"Lèpid, Marc Emili, 87 aC-13 aC",A2913
"Lépide, -13 av. J.-C.",A2913
"Lepidus, M. Aemilius",A2913
"Lepidus, Marcus Aemilius, -12 př. Kr.",A2913
Antonino Pio 86-161 Imperador de Roma,A2911
"Antonin le Pieux, 0086-0161, empereur romain",A2911
"Antoninus Pius Römisches Reich, Kaiser 86-161",A2911
"Antoní Pius, emperador de Roma, 86-161",A2911
Antoninus Pius romersk keiser 86-161,A2911
Antoninus Pius император римский 86-161,A2911
"Antoninus Pius, 86-161",A2911
Antonin le Pieux empereur romain 0086-0161,A2911
"Antoninus Pius, imperatore romano, 86-161",A2911
Antoninus Pius (cesarz rzymski ; 86-161),A2911
"אנטונינוס פיוס, קיסר רומא, 86-161",A2911
"Antoninus Pius, římský císař, 86-161",A2911
"Antoninus Pius, Emperor of Rome (Roman emperor, 86-161 CE)",A2911
"Antonino Pio, Imperador de Roma, 86-161",A2911
"Antonin le Pieux, empereur romain, 86-161",A2911
"Antoninus Pius, Titus Aurelius",A2911
"Antonino Pio, imperatore romano, 86-161",A2911
"Antoninus, Titus Aurelius Fulvus Boionius Pius, imperatore romano, 86-161",A2911
L.Fulvius C.f. Aburnius Valens,A2908
"Valens, Gaius Aburnius 109",A2908
"Nerva, 0026?-0098, empereur romain",A2906
"Nerva Römisches Reich, Kaiser 30-98",A2906
Nerva empereur romain 0026?-0098,A2906
Nerva император римский ок. 30-98,A2906
Nerwa (cesarz rzymski ; 30-98),A2906
"נרווה, קיסר רומי, 30-98",A2906
"Nerva, Emperador de Roma",A2906
Eustachius de Matera ca. um 1268/70,A2949
Eustachio da Matera giurista e poeta italiano,A2949
Cassandra Fedele,A2948
"Fidelis, Cassandra, 1465-1558",A2948
"Fedele, Cassandra",A2948
"Fidelis, Cassandra",A2948
"Fedele-Mapelli, Cassandra, 1465-1558",A2948
"Philelphus, Ioannes Marius 1426-1480",A2943
"Filelfo, Giovanni Mario",A2943
"Philelphus, Johannes Marius, 1426-1480",A2943
"Philelphus, Johannes Marius",A2943
Gianmario Filelfo umanista italiano,A2943
"Philelphus, Iohannes Marius, 1426-1480",A2943
Aegidius Gallus scriptor Italicus,A2941
"Gaurico, Pomponio, 1481?-1530",A2947
"Gauricus, Pomponius",A2947
"Gaurico, Pomponio, 1481-1528",A2947
"Gaurico, Pomponio",A2947
"Gaurico, Pomponio, c. 1481-1530",A2947
"Gauricus, Pomponius (Pomponio), 1481/82-1528 ?",A2947
Pomponius Gauricus,A2947
"Gaurico, Pomponio, 1481 or 2-1528",A2947
"Gaurico, Pomponio, 1481 ou 82-1528",A2947
"Gaurico, Pomponio apie 1481-1530",A2947
"Gaurico, Pomponio, asi 1481-asi 1528",A2947
"Gauricus, Pomponius (Italian humanist and writer, ca. 1482-1530)",A2947
"Hercolani de' Sarti, Gioanni, 15..-1535",A2939
Isotta Nogarola,A2953
"Nogarola, Isotta",A2953
Isotta Nogarola ca. 1420 - 1466,A2953
"Pigna, Giovan Battista, 1529-1575.",A2952
"Pigna, Giovanni Battista",A2952
"Pigna, Giovanni Battista, 1530-1575",A2952
"Pigna, Giovanni Battista 1529-1575",A2952
"Pigna, Giovan Battista",A2952
"Pigna, G. Battista (Giovanni Battista), 1529-1575",A2952
"Pigna, Giovanni Battista (około 1530-1575).",A2952
Giovan Battista Pigna umanista e letterato italiano,A2952
"Pigna, Giovanni Battista, asi 1530-1575",A2952
"Pigna, Giovanni Battista Nicolucci, detto, 1529-1575",A2952
"Nicolucci, Giovan Battista, 1529-1575",A2952
"Sbrulius, Richardus, 1480-….",A2938
"Sbrolius, Richardus 1480-",A2938
"Sbrolius, Richardus, asi 1480-asi 1561",A2938
"Sbruglio, Riccardo (1480-1561).",A2938
Richard Sbrulius,A2938
"Sbrolius, Richardus",A2938
Thomas ca. ca. 1390-1472 Seneca,A2922
Thomas Seneca ca. ca. 1390-1472,A2922
"Seneca, Thomas, ca. 1390-1472",A2922
Tommaso Seneca da Camerino umanista italiano,A2922
"Seneca, Tommaso, 1390?-1472",A2922
"Seneca, Tommaso, époque 1390-1472.",A2922
"Serarrighi, Cristofano (15..-15..).",A2937
"Serarrighi, Cristofano, sec. XVI",A2937
Cristofano Serarrighi,A2937
"Uberti, Francesco, vers 1440-1518",A2921
"Uberti, Francesco (ca 1440-1518)",A2921
Francesco Uberti,A2921
